ID,PROBABILITY_OF_DEFAULT,CREDIT_SCORE,RISK_BAND
5091892,0.00018310381,803,Low Risk
5091895,0.00032451074,740,Medium Risk
5091899,8.801382e-05,863,Low Risk
5091902,0.9616596,308,Very High Risk
5091908,0.00015277242,820,Low Risk
5091909,0.00015277242,820,Low Risk
5091910,0.77803385,333,Very High Risk
5091917,0.0016415954,635,High Risk
5091920,0.00024210839,773,Medium Risk
5091922,0.0001039413,853,Low Risk
5091927,0.0007570116,665,High Risk
5091929,0.09433113,500,Very High Risk
5091930,0.09433113,500,Very High Risk
5091937,0.0013692778,640,High Risk
5091939,0.0013692778,640,High Risk
5091940,2.239683e-05,897,Low Risk
5091943,0.60734606,348,Very High Risk
5091946,0.56203216,352,Very High Risk
5091949,0.0009518874,653,High Risk
5091950,0.00020824374,789,Medium Risk
5091951,0.6933049,340,Very High Risk
5091952,0.00035565658,731,Medium Risk
5091953,0.0015879816,636,High Risk
5091954,0.0003941185,720,Medium Risk
5091955,0.25807217,415,Very High Risk
5091956,0.00023983407,774,Medium Risk
5091957,0.0003941185,720,Medium Risk
5091958,0.19272684,444,Very High Risk
5091960,0.00064396724,676,High Risk
5091961,0.00036030312,729,Medium Risk
5091964,0.81670874,329,Very High Risk
5091966,0.00028261656,756,Medium Risk
5091967,0.00029519765,751,Medium Risk
5091968,0.00046082571,704,Medium Risk
5091969,0.000286136,755,Medium Risk
5091970,0.00050763536,695,High Risk
5091971,0.00044471704,707,Medium Risk
5091972,0.00022382251,781,Medium Risk
5091973,0.056130692,531,Very High Risk
5091974,0.10190287,495,Very High Risk
5091979,0.061183397,526,Very High Risk
5091980,0.000315124,743,Medium Risk
5091990,0.09527901,500,Very High Risk
5091991,0.0081808185,604,High Risk
5091992,0.0822399,509,Very High Risk
5091994,0.8485285,326,Very High Risk
5091995,0.15070237,465,Very High Risk
5091998,0.19698517,441,Very High Risk
5091999,0.6548722,342,Very High Risk
5092000,0.00020062581,793,Medium Risk
5092001,0.00036622732,727,Medium Risk
5092002,0.00036622732,727,Medium Risk
5092003,0.00018978128,799,Medium Risk
5092005,0.93188244,315,Very High Risk
5092008,0.9502957,311,Very High Risk
5092009,0.7316075,336,Very High Risk
5092011,0.7778198,333,Very High Risk
5092013,0.79082006,332,Very High Risk
5092014,0.7985832,331,Very High Risk
5092015,0.6580558,342,Very High Risk
5092016,0.0005658304,686,High Risk
5092018,0.048539862,538,Very High Risk
5092019,0.00056008744,687,High Risk
5092020,0.00056008744,687,High Risk
5092021,0.50660676,358,Very High Risk
5092023,0.013408358,592,Very High Risk
5092024,0.0005379928,689,High Risk
5092025,0.06661504,522,Very High Risk
5092026,0.06796872,521,Very High Risk
5092027,0.0139943985,591,Very High Risk
5092028,0.40645215,375,Very High Risk
5092029,0.40679806,375,Very High Risk
5092033,0.3741982,382,Very High Risk
5092036,0.00083648035,660,High Risk
5092037,0.5622717,352,Very High Risk
5092041,5.831573e-05,882,Low Risk
5092044,0.00024716405,771,Medium Risk
5092045,0.00025161248,769,Medium Risk
5092046,0.0004864295,699,High Risk
5092048,0.00020238516,792,Medium Risk
5092052,0.15210572,464,Very High Risk
5092055,0.15210572,464,Very High Risk
5092056,0.06745416,521,Very High Risk
5092057,0.13835151,472,Very High Risk
5092058,0.00012435917,840,Low Risk
5092059,0.00019932182,793,Medium Risk
5092061,0.00028545535,755,Medium Risk
5092065,0.0023508563,628,High Risk
5092067,0.0023508563,628,High Risk
5092070,0.00010630603,851,Low Risk
5092076,0.62698454,345,Very High Risk
5092077,0.97485274,305,Very High Risk
5092079,0.023778522,572,Very High Risk
5092081,0.05292339,534,Very High Risk
5092082,0.011596995,596,Very High Risk
5092084,0.023778522,572,Very High Risk
5092085,0.020687608,577,Very High Risk
5092087,0.99077374,301,Very High Risk
5092096,0.027824843,566,Very High Risk
5092102,0.117752224,485,Very High Risk
5092104,0.15016662,466,Very High Risk
5092105,0.13881268,472,Very High Risk
5092106,0.097059555,498,Very High Risk
5092108,0.014808883,589,Very High Risk
5092109,0.097059555,498,Very High Risk
5092110,0.00016872917,811,Low Risk
5092111,0.00016872917,811,Low Risk
5092115,0.63495165,344,Very High Risk
5092125,0.9751913,305,Very High Risk
5092127,0.9751913,305,Very High Risk
5092129,0.9751913,305,Very High Risk
5092130,0.9732868,306,Very High Risk
5092131,0.136,474,Very High Risk
5092135,0.7805867,333,Very High Risk
5092136,0.0932182,501,Very High Risk
5092138,0.0104255425,600,High Risk
5092152,0.00022677532,780,Medium Risk
5092155,0.08175139,510,Very High Risk
5092161,0.0012666138,642,High Risk
5092163,0.72227263,337,Very High Risk
5092164,0.00015407441,820,Low Risk
5092165,0.00036499818,728,Medium Risk
5092166,0.0002154854,785,Medium Risk
5092167,0.09568638,499,Very High Risk
5092169,0.33794743,391,Very High Risk
5092170,0.33794743,391,Very High Risk
5092171,0.065488525,523,Very High Risk
5092173,0.07928118,512,Very High Risk
5092174,0.00015861927,816,Low Risk
5092175,0.078508586,512,Very High Risk
5092176,0.097060785,498,Very High Risk
5092183,1.1919781e-05,899,Low Risk
5092184,1.3841107e-05,899,Low Risk
5092185,7.229948e-05,874,Low Risk
5092187,0.002563887,627,High Risk
5092188,0.1855616,447,Very High Risk
5092194,0.11974401,483,Very High Risk
5092197,0.002563887,627,High Risk
5092201,0.0015215839,636,High Risk
5092203,0.0007189836,668,High Risk
5092208,0.084656484,507,Very High Risk
5092210,0.032928284,558,Very High Risk
5092211,0.11066438,490,Very High Risk
5092212,8.5556574e-05,865,Low Risk
5092224,0.2203591,431,Very High Risk
5092225,0.052144296,535,Very High Risk
5092226,0.2203591,431,Very High Risk
5092227,0.14294484,470,Very High Risk
5092228,0.2203591,431,Very High Risk
5092230,0.04438306,544,Very High Risk
5092232,0.2203591,431,Very High Risk
5092234,0.015600701,587,Very High Risk
5092235,0.41192088,374,Very High Risk
5092240,0.21488501,433,Very High Risk
5092241,0.00027683488,758,Medium Risk
5092242,0.3235408,395,Very High Risk
5092247,0.00023183622,777,Medium Risk
5092251,0.94419765,312,Very High Risk
5092252,0.00049375254,698,High Risk
5092253,0.0008026115,662,High Risk
5092254,0.83519495,327,Very High Risk
5092255,0.00091722084,655,High Risk
5092256,0.83519495,327,Very High Risk
5092257,0.48499402,361,Very High Risk
5092258,0.001203396,644,High Risk
5092259,0.000938873,654,High Risk
5092261,0.346521,389,Very High Risk
5092263,0.0007809489,664,High Risk
5092264,0.6564769,342,Very High Risk
5092265,0.00069112476,671,High Risk
5092271,0.0001179652,844,Low Risk
5092272,0.2559301,416,Very High Risk
5092274,0.26533735,413,Very High Risk
5092275,0.00016147958,815,Low Risk
5092276,0.00013758785,830,Low Risk
5092278,0.00024912847,770,Medium Risk
5092280,1.8267914e-05,898,Low Risk
5092281,7.247537e-05,874,Low Risk
5092283,0.019283136,580,Very High Risk
5092284,0.00014623231,825,Low Risk
5092285,0.0076216757,606,High Risk
5092287,0.0018388105,633,High Risk
5092288,0.027608104,566,Very High Risk
5092289,8.961676e-05,862,Low Risk
5092290,0.23822017,423,Very High Risk
5092291,8.961676e-05,862,Low Risk
5092292,0.23822017,423,Very High Risk
5092293,0.00032259084,741,Medium Risk
5092294,0.35663545,386,Very High Risk
5092295,0.022936385,574,Very High Risk
5092296,0.00032259084,741,Medium Risk
5092297,0.00089778105,656,High Risk
5092302,0.018440494,581,Very High Risk
5092308,0.14958939,466,Very High Risk
5092310,0.030424299,561,Very High Risk
5092314,0.023232855,573,Very High Risk
5092315,0.13569573,474,Very High Risk
5092316,0.13569573,474,Very High Risk
5092319,0.5799401,350,Very High Risk
5092320,0.5799401,350,Very High Risk
5092324,0.00031858552,742,Medium Risk
5092325,0.984906,303,Very High Risk
5092326,0.007636274,606,High Risk
5092332,5.8047524e-05,882,Low Risk
5092334,6.767842e-05,877,Low Risk
5092335,0.0729849,516,Very High Risk
5092337,0.0005153138,693,High Risk
5092338,0.0003858408,722,Medium Risk
5092339,0.0003481534,732,Medium Risk
5092340,0.0004608112,704,Medium Risk
5092342,0.00019695934,795,Medium Risk
5092343,0.00013182886,835,Low Risk
5092344,0.0002158788,785,Medium Risk
5092345,0.00014374824,826,Low Risk
5092346,0.00019756217,795,Medium Risk
5092347,0.00016164487,814,Low Risk
5092350,0.00014374824,826,Low Risk
5092351,0.1825253,449,Very High Risk
5092352,0.0004456685,707,Medium Risk
5092353,0.00019029606,799,Medium Risk
5092356,7.172375e-05,875,Low Risk
5092357,6.79405e-05,877,Low Risk
5092358,5.2107367e-05,886,Low Risk
5092360,3.957468e-05,891,Low Risk
5092362,5.8304384e-05,882,Low Risk
5092364,0.033304177,557,Very High Risk
5092366,0.0001633008,813,Low Risk
5092367,0.14466746,469,Very High Risk
5092368,0.14466746,469,Very High Risk
5092369,0.004861056,616,High Risk
5092370,0.00027945594,757,Medium Risk
5092372,3.9228395e-05,891,Low Risk
5092374,0.00010804049,850,Low Risk
5092375,0.00011471603,846,Low Risk
5092376,7.318216e-05,874,Low Risk
5092377,1.0268751e-05,900,Low Risk
5092381,0.00019701381,795,Medium Risk
5092382,0.0006132331,680,High Risk
5092383,0.00049361534,698,High Risk
5092386,0.7100005,338,Very High Risk
5092393,0.00018085814,804,Low Risk
5092394,0.35744044,386,Very High Risk
5092395,0.00010777358,850,Low Risk
5092396,0.10055173,496,Very High Risk
5092398,0.010346514,600,High Risk
5092400,0.005558975,613,High Risk
5092401,0.007152071,608,High Risk
5092402,0.00029969605,749,Medium Risk
5092405,6.004055e-05,881,Low Risk
5092407,6.004055e-05,881,Low Risk
5092408,0.010277217,600,High Risk
5092409,4.5258763e-05,889,Low Risk
5092410,0.00046258792,703,Medium Risk
5092414,0.9515955,310,Very High Risk
5092415,0.00093994924,654,High Risk
5092416,0.09369458,501,Very High Risk
5092417,0.0006347948,677,High Risk
5092418,0.0006347948,677,High Risk
5092419,0.0006347948,677,High Risk
5092422,0.0006347948,677,High Risk
5092423,0.05558003,531,Very High Risk
5092424,0.7316332,336,Very High Risk
5092426,0.0012774883,642,High Risk
5092428,0.05331106,534,Very High Risk
5092429,0.9449304,312,Very High Risk
5092430,0.9449304,312,Very High Risk
5092431,0.9376149,314,Very High Risk
5092432,0.0004723346,702,Medium Risk
5092434,0.26772755,412,Very High Risk
5092435,0.6838261,340,Very High Risk
5092436,0.6838261,340,Very High Risk
5092438,0.0006433186,676,High Risk
5092440,0.0008423971,659,High Risk
5092441,0.5521832,353,Very High Risk
5092442,0.6110476,347,Very High Risk
5092444,0.0005050455,695,High Risk
5092448,0.12221616,482,Very High Risk
5092450,0.6000537,348,Very High Risk
5092451,0.24964511,418,Very High Risk
5092453,0.5694285,351,Very High Risk
5092454,0.00030599354,746,Medium Risk
5092455,0.91004074,318,Very High Risk
5092456,0.8951307,320,Very High Risk
5092457,0.8951307,320,Very High Risk
5092465,0.021970078,575,Very High Risk
5092466,0.43396902,370,Very High Risk
5092467,0.021970078,575,Very High Risk
5092468,0.43396902,370,Very High Risk
5092471,0.09034275,503,Very High Risk
5092473,0.00020919541,789,Medium Risk
5092474,0.03622341,553,Very High Risk
5092475,0.001350527,640,High Risk
5092476,0.0073038777,607,High Risk
5092478,0.03622341,553,Very High Risk
5092479,0.97837913,305,Very High Risk
5092480,0.03622341,553,Very High Risk
5093200,0.00013137184,835,Low Risk
5093202,0.00013137184,835,Low Risk
5093207,0.00017818632,805,Low Risk
5093210,0.00014403225,826,Low Risk
5093211,0.08463576,507,Very High Risk
5093212,0.00014403225,826,Low Risk
5093213,0.0003064414,746,Medium Risk
5093227,0.00014272443,826,Low Risk
5093234,0.00049488334,697,High Risk
5093250,0.45319635,367,Very High Risk
5093251,0.62689483,345,Very High Risk
5093252,0.5349894,355,Very High Risk
5093280,0.27618688,409,Very High Risk
5093281,0.32030624,396,Very High Risk
5093285,0.0017010625,634,High Risk
5093286,0.9930205,301,Very High Risk
5093287,7.484587e-05,873,Low Risk
5093288,0.0051780595,614,High Risk
5093290,7.484587e-05,873,Low Risk
5093291,0.0051780595,614,High Risk
5093292,0.0038703503,620,High Risk
5093303,0.07185578,518,Very High Risk
5093304,0.031555384,560,Very High Risk
5093305,4.5715096e-05,888,Low Risk
5093306,0.06318521,525,Very High Risk
5094865,0.0006501935,675,High Risk
5094866,0.26611263,412,Very High Risk
5094867,0.0008405825,659,High Risk
5094873,0.031641603,560,Very High Risk
5094874,0.21763042,432,Very High Risk
5094876,0.005451017,613,High Risk
5094877,0.005451017,613,High Risk
5094878,0.001744393,634,High Risk
5094879,0.005451017,613,High Risk
5094880,0.001744393,634,High Risk
5094881,0.005451017,613,High Risk
5094888,0.00798222,605,High Risk
5094889,0.014140343,590,Very High Risk
5094890,0.00798222,605,High Risk
5094891,0.00012156727,842,Low Risk
5094892,0.07465819,515,Very High Risk
5094896,0.00024692708,771,Medium Risk
5094898,0.00027513376,759,Medium Risk
5094901,0.07675818,514,Very High Risk
5094907,0.39830095,377,Very High Risk
5094908,0.047223866,540,Very High Risk
5094909,0.05996833,528,Very High Risk
5094911,0.05996833,528,Very High Risk
5094912,0.047223866,540,Very High Risk
5094913,0.00053796585,689,High Risk
5094914,0.015542531,587,Very High Risk
5094916,0.0007268618,668,High Risk
5094917,0.49781966,360,Very High Risk
5094918,0.00045034412,706,Medium Risk
5094919,0.3356899,391,Very High Risk
5094920,0.43095753,371,Very High Risk
5094921,0.43095753,371,Very High Risk
5094922,0.605723,348,Very High Risk
5094923,0.5760132,351,Very High Risk
5094924,0.5671151,352,Very High Risk
5094925,0.34160066,390,Very High Risk
5094926,0.20974301,435,Very High Risk
5094927,0.00015581853,818,Low Risk
5094928,0.00026771755,762,Medium Risk
5094929,0.00022426195,781,Medium Risk
5094931,8.609937e-05,864,Low Risk
5094932,0.00026771755,762,Medium Risk
5094933,0.016210308,586,Very High Risk
5094934,0.016210308,586,Very High Risk
5094935,0.016210308,586,Very High Risk
5094936,0.016210308,586,Very High Risk
5094937,0.016210308,586,Very High Risk
5094938,0.5870958,349,Very High Risk
5094939,0.016210308,586,Very High Risk
5094941,0.00083640707,660,High Risk
5094942,0.019293262,580,Very High Risk
5094943,0.011667188,596,Very High Risk
5094944,0.011667188,596,Very High Risk
5094948,0.11701317,486,Very High Risk
5094950,0.11358838,488,Very High Risk
5094952,0.0001657697,812,Low Risk
5094953,0.07642769,514,Very High Risk
5094954,0.03234789,558,Very High Risk
5094955,0.00012604716,839,Low Risk
5094957,0.11542476,487,Very High Risk
5094958,0.00016791992,811,Low Risk
5094959,0.024342287,571,Very High Risk
5094960,0.0528759,534,Very High Risk
5094961,0.012052831,595,Very High Risk
5094967,0.015744187,587,Very High Risk
5094972,0.50960016,358,Very High Risk
5094980,0.33324495,392,Very High Risk
5095004,0.06946349,520,Very High Risk
5095006,0.007804374,606,High Risk
5095008,0.003313183,623,High Risk
5095016,0.041870963,546,Very High Risk
5095017,0.041870963,546,Very High Risk
5095018,0.041870963,546,Very High Risk
5095019,0.028649617,564,Very High Risk
5095020,0.00020739072,790,Medium Risk
5095021,0.048509285,538,Very High Risk
5095022,0.00013376535,833,Low Risk
5095023,0.17013058,455,Very High Risk
5095024,0.010540698,599,Very High Risk
5095028,0.06657401,522,Very High Risk
5095030,0.58912206,349,Very High Risk
5095031,0.0003727887,725,Medium Risk
5095032,0.0004115139,715,Medium Risk
5095034,0.00024650837,771,Medium Risk
5095035,0.5565068,353,Very High Risk
5095037,0.0004743976,701,Medium Risk
5095058,0.17249954,453,Very High Risk
5095071,0.07065527,519,Very High Risk
5095075,0.10077692,495,Very High Risk
5095076,0.15947397,460,Very High Risk
5095077,0.019440748,580,Very High Risk
5095079,0.15460286,463,Very High Risk
5095083,0.10077692,495,Very High Risk
5095084,0.025266407,570,Very High Risk
5095087,0.020620007,577,Very High Risk
5095088,0.14791127,467,Very High Risk
5095090,0.03296365,557,Very High Risk
5095091,0.00064496166,676,High Risk
5095092,0.0006791639,672,High Risk
5095093,0.03296365,557,Very High Risk
5095094,0.0009929739,651,High Risk
5095095,0.03296365,557,Very High Risk
5095096,0.0007036458,670,High Risk
5095097,0.1656786,457,Very High Risk
5095100,0.6732133,341,Very High Risk
5095110,0.00010563587,852,Low Risk
5095112,0.000109747874,849,Low Risk
5095113,0.00021724925,784,Medium Risk
5095114,0.08664569,506,Very High Risk
5095115,0.08664569,506,Very High Risk
5095116,0.00013506912,832,Low Risk
5095117,0.00016983693,810,Low Risk
5095118,0.08664569,506,Very High Risk
5095120,0.08664569,506,Very High Risk
5095121,0.12879345,478,Very High Risk
5095122,0.08664569,506,Very High Risk
5095123,0.1658062,457,Very High Risk
5095130,0.043146428,545,Very High Risk
5095132,0.19351333,443,Very High Risk
5095133,0.12624711,479,Very High Risk
5095134,0.15021628,466,Very High Risk
5095141,0.00021065497,788,Medium Risk
5095142,0.000103966675,853,Low Risk
5095144,0.00019925645,793,Medium Risk
5095153,0.00016324072,813,Low Risk
5095154,0.039965086,548,Very High Risk
5095156,8.506294e-05,865,Low Risk
5095159,0.0015382628,636,High Risk
5095160,0.00010486218,852,Low Risk
5095162,0.008767772,603,High Risk
5095164,0.010047397,600,High Risk
5095165,0.0015347908,636,High Risk
5095168,0.008767772,603,High Risk
5095169,0.0001329543,834,Low Risk
5095170,0.00013999618,828,Low Risk
5095186,0.018280398,582,Very High Risk
5095187,0.018280398,582,Very High Risk
5095193,0.00021514522,785,Medium Risk
5095194,0.45818782,365,Very High Risk
5095195,0.0004300966,710,Medium Risk
5095196,0.45818782,365,Very High Risk
5095197,0.00041974994,713,Medium Risk
5095198,0.18766727,446,Very High Risk
5095205,0.00054177066,689,High Risk
5095206,0.0004554611,705,Medium Risk
5095210,0.000112030626,848,Low Risk
5095211,0.09078405,503,Very High Risk
5095215,0.00015551173,819,Low Risk
5095216,0.00014074157,828,Low Risk
5095217,0.00036487138,728,Medium Risk
5095218,0.00039654138,719,Medium Risk
5095221,0.38063195,381,Very High Risk
5095222,0.17552085,452,Very High Risk
5095225,0.019399323,580,Very High Risk
5095230,0.067833155,521,Very High Risk
5095231,0.00029298684,752,Medium Risk
5095232,0.42824405,371,Very High Risk
5095233,0.43319562,370,Very High Risk
5095236,0.43319562,370,Very High Risk
5095237,0.00060866564,680,High Risk
5095238,0.4665897,364,Very High Risk
5095239,0.00047027832,702,Medium Risk
5095241,0.2528063,418,Very High Risk
5095242,0.22288588,429,Very High Risk
5095243,0.22288588,429,Very High Risk
5095244,0.19592619,442,Very High Risk
5095245,0.19400121,443,Very High Risk
5095249,0.0911551,502,Very High Risk
5095258,0.28520605,406,Very High Risk
5095259,0.11595552,486,Very High Risk
5095264,0.0004410576,708,Medium Risk
5095265,0.00031099483,744,Medium Risk
5095266,0.00031099483,744,Medium Risk
5095269,0.00031099483,744,Medium Risk
5095270,0.00031099483,744,Medium Risk
5095272,0.00028043333,757,Medium Risk
5095275,0.0004410576,708,Medium Risk
5095277,0.00037934026,724,Medium Risk
5095278,0.00058792223,683,High Risk
5095279,0.00052226736,692,High Risk
5095280,0.00037934026,724,Medium Risk
5095285,0.00010579938,851,Low Risk
5095286,0.00032126895,741,Medium Risk
5095287,0.20223801,439,Very High Risk
5095288,0.0003209659,741,Medium Risk
5095289,0.033536267,557,Very High Risk
5095290,0.00025127735,769,Medium Risk
5095291,0.0003196342,741,Medium Risk
5095294,0.00025737498,766,Medium Risk
5095295,0.0002686193,762,Medium Risk
5095297,0.00016825233,811,Low Risk
5095298,0.009662068,601,High Risk
5095299,0.00022310685,782,Medium Risk
5095301,7.884225e-05,870,Low Risk
5095302,0.3114297,398,Very High Risk
5095303,0.15481108,463,Very High Risk
5095304,0.0002549799,767,Medium Risk
5095306,0.15799293,461,Very High Risk
5095309,0.025212899,570,Very High Risk
5095310,6.1025086e-05,881,Low Risk
5095313,0.00036665666,727,Medium Risk
5095314,0.00012226806,842,Low Risk
5095322,0.432131,370,Very High Risk
5095323,0.00033448165,736,Medium Risk
5095326,0.0001043232,852,Low Risk
5095334,0.00021987496,783,Medium Risk
5095336,0.3069995,399,Very High Risk
5095343,0.009587078,601,High Risk
5095344,0.0800077,511,Very High Risk
5095346,0.071162894,518,Very High Risk
5095348,0.6258147,346,Very High Risk
5095350,0.8202036,329,Very High Risk
5095353,0.001020917,650,High Risk
5095354,0.0012045268,644,High Risk
5095355,0.0002738133,759,Medium Risk
5095358,0.2437077,421,Very High Risk
5095362,0.00028370993,755,Medium Risk
5095365,0.00023961991,774,Medium Risk
5095366,0.086251274,506,Very High Risk
5095370,0.00022004524,783,Medium Risk
5095371,9.675482e-05,857,Low Risk
5095372,0.00016587437,812,Low Risk
5095373,0.37976637,381,Very High Risk
5095378,0.00017590768,806,Low Risk
5095379,0.00014410245,826,Low Risk
5095381,0.00011569892,846,Low Risk
5095383,9.423724e-05,859,Low Risk
5095384,8.975985e-05,862,Low Risk
5095386,0.00036926565,726,Medium Risk
5095387,0.9160761,317,Very High Risk
5095388,0.00036926565,726,Medium Risk
5095390,0.0002830812,756,Medium Risk
5095399,0.00014656861,824,Low Risk
5095401,0.18449168,448,Very High Risk
5095402,0.21400166,433,Very High Risk
5095405,0.00018895666,799,Medium Risk
5095406,0.0764178,514,Very High Risk
5095413,0.047394034,540,Very High Risk
5095414,0.0003973845,719,Medium Risk
5095417,0.00025941906,765,Medium Risk
5095423,0.00019344303,797,Medium Risk
5095424,0.00017789297,805,Low Risk
5095425,0.00018663122,801,Low Risk
5095426,9.7879165e-05,856,Low Risk
5095427,0.000107811196,850,Low Risk
5095428,0.00090311887,656,High Risk
5095431,0.012412628,594,Very High Risk
5095434,0.23730826,424,Very High Risk
5095442,0.00075683737,665,High Risk
5095445,0.005786437,612,High Risk
5095446,0.00059770694,681,High Risk
5095451,0.00011767051,844,Low Risk
5095452,8.169154e-05,868,Low Risk
5095454,0.00010993693,849,Low Risk
5095456,0.00013536116,832,Low Risk
5095458,0.00018395709,802,Low Risk
5095459,0.00019393633,797,Medium Risk
5095468,0.001454982,638,High Risk
5095470,0.2394663,423,Very High Risk
5095472,0.00014824062,823,Low Risk
5095473,0.00012585105,839,Low Risk
5095474,0.16831848,455,Very High Risk
5095482,0.00048625932,699,High Risk
5095484,0.00050141726,696,High Risk
5095487,0.00048625932,699,High Risk
5095495,0.030356051,562,Very High Risk
5095496,0.008109191,605,High Risk
5095497,0.009736974,601,High Risk
5095498,0.027014175,567,Very High Risk
5095499,0.036917485,552,Very High Risk
5095500,0.00085534994,659,High Risk
5095501,0.007373168,607,High Risk
5095507,0.06718938,522,Very High Risk
5095508,0.0415331,547,Very High Risk
5095510,0.056575056,530,Very High Risk
5095511,0.35592487,387,Very High Risk
5095512,0.0002248623,780,Medium Risk
5095513,0.41953704,373,Very High Risk
5095514,0.00016427018,813,Low Risk
5095515,0.4366675,369,Very High Risk
5095516,0.00032666366,739,Medium Risk
5095518,0.04387354,544,Very High Risk
5095543,0.01161992,596,Very High Risk
5095544,0.072797716,517,Very High Risk
5095545,0.01161992,596,Very High Risk
5095548,0.072797716,517,Very High Risk
5095550,0.00022625137,780,Medium Risk
5095551,0.072797716,517,Very High Risk
5095552,8.1740625e-05,868,Low Risk
5095553,5.7004596e-05,883,Low Risk
5095555,5.7004596e-05,883,Low Risk
5095557,0.60678244,348,Very High Risk
5095559,0.00055683724,687,High Risk
5095569,0.014111881,590,Very High Risk
5095570,0.43935433,369,Very High Risk
5095584,0.9944424,301,Very High Risk
5095585,0.53224754,356,Very High Risk
5095586,0.57317376,351,Very High Risk
5095587,0.00030629302,746,Medium Risk
5095590,0.05690647,530,Very High Risk
5095591,0.05690647,530,Very High Risk
5095592,0.13660115,473,Very High Risk
5095602,8.3645864e-05,866,Low Risk
5095603,0.00030778593,746,Medium Risk
5095605,0.00043813995,709,Medium Risk
5095606,0.00016923413,810,Low Risk
5095608,0.0005513965,688,High Risk
5095611,0.00029888737,749,Medium Risk
5095612,0.00041180293,715,Medium Risk
5095615,0.00036323565,728,Medium Risk
5095616,0.00036323565,728,Medium Risk
5095617,0.00017830395,805,Low Risk
5095622,0.042459898,545,Very High Risk
5095626,0.11972604,483,Very High Risk
5095627,0.97606623,305,Very High Risk
5095628,0.9575526,309,Very High Risk
5095629,0.97606623,305,Very High Risk
5095630,0.9547191,310,Very High Risk
5095631,0.00017091271,809,Low Risk
5095632,0.28241956,407,Very High Risk
5095635,0.11949105,484,Very High Risk
5095636,0.8618671,325,Very High Risk
5095637,0.8618671,325,Very High Risk
5095638,0.63638866,344,Very High Risk
5095640,0.00016904091,810,Low Risk
5095641,0.00024609626,771,Medium Risk
5095642,0.00015909338,816,Low Risk
5095643,0.0024142438,628,High Risk
5095652,0.014017018,591,Very High Risk
5095653,0.12748657,479,Very High Risk
5095654,0.014017018,591,Very High Risk
5095655,0.014017018,591,Very High Risk
5095656,0.014017018,591,Very High Risk
5095665,0.15121607,465,Very High Risk
5095666,9.2798575e-05,860,Low Risk
5095667,0.15121607,465,Very High Risk
5095672,0.06172098,526,Very High Risk
5095673,0.55867434,353,Very High Risk
5095674,0.009231142,602,High Risk
5095676,0.00435412,618,High Risk
5095677,0.00435412,618,High Risk
5095678,0.06172098,526,Very High Risk
5095679,0.032282252,558,Very High Risk
5095680,0.06430476,524,Very High Risk
5095684,0.030083727,562,Very High Risk
5095690,0.01812717,582,Very High Risk
5095691,0.077122636,514,Very High Risk
5095698,0.34477836,389,Very High Risk
5095699,0.00044997895,706,Medium Risk
5095702,0.00044173773,708,Medium Risk
5095706,0.000549799,688,High Risk
5095717,0.701185,339,Very High Risk
5095721,0.14824966,467,Very High Risk
5095722,0.28443745,406,Very High Risk
5095723,0.28443745,406,Very High Risk
5095724,0.28443745,406,Very High Risk
5095725,0.28443745,406,Very High Risk
5095726,0.28443745,406,Very High Risk
5095727,0.28443745,406,Very High Risk
5095728,0.24199286,422,Very High Risk
5095729,0.08560392,507,Very High Risk
5095735,0.00016079155,815,Low Risk
5095751,0.71530646,338,Very High Risk
5095752,0.71530646,338,Very High Risk
5095759,9.669735e-05,857,Low Risk
5095760,0.00012338822,841,Low Risk
5095762,0.00012338822,841,Low Risk
5095766,0.016608778,585,Very High Risk
5095769,0.0016941766,634,High Risk
5095771,7.3807736e-05,874,Low Risk
5095772,0.05716013,530,Very High Risk
5095773,0.048290174,539,Very High Risk
5095774,6.363248e-05,879,Low Risk
5095777,0.95276165,310,Very High Risk
5095778,0.0017301496,634,High Risk
5095779,0.9247079,316,Very High Risk
5095781,0.0024655366,628,High Risk
5095783,0.86285585,324,Very High Risk
5095784,0.0009492415,653,High Risk
5095785,0.6021759,348,Very High Risk
5095786,0.21741098,432,Very High Risk
5095789,0.00033529865,736,Medium Risk
5095790,0.00024658008,771,Medium Risk
5095793,0.0003949318,719,Medium Risk
5095796,0.0784718,512,Very High Risk
5095797,0.00040226371,717,Medium Risk
5095801,9.862983e-05,856,Low Risk
5095802,0.00015328737,820,Low Risk
5095804,0.00023066503,778,Medium Risk
5095805,0.00023066503,778,Medium Risk
5095809,0.012710627,593,Very High Risk
5095813,0.0050842348,615,High Risk
5095814,3.529201e-05,893,Low Risk
5095815,0.00012950295,837,Low Risk
5095826,0.00068961445,671,High Risk
5095827,0.0050112875,615,High Risk
5095829,6.4939675e-05,879,Low Risk
5095833,0.0034385547,622,High Risk
5095835,0.086396486,506,Very High Risk
5095839,0.6925354,340,Very High Risk
5095841,0.08349208,508,Very High Risk
5095842,0.03216423,558,Very High Risk
5095846,0.12061162,483,Very High Risk
5095849,0.42126155,372,Very High Risk
5095850,0.11969783,483,Very High Risk
5095851,0.29106703,404,Very High Risk
5095852,0.0003446547,733,Medium Risk
5095858,0.40183964,376,Very High Risk
5095859,0.0002708869,760,Medium Risk
5095860,0.2969384,402,Very High Risk
5095861,0.0002022293,792,Medium Risk
5095862,0.11969783,483,Very High Risk
